<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.12	18:40:00	1638.80	1652.98	1637.17	1652.31	297	0	50
2025.04.12	18:50:00	1652.59	1656.95	1649.37	1651.80	300	0	50
2025.04.12	19:00:00	1651.76	1659.57	1651.76	1658.89	296	0	50
2025.04.12	19:10:00	1659.02	1664.57	1655.65	1658.91	299	0	50
2025.04.12	19:20:00	1658.93	1660.25	1643.72	1650.04	297	0	50
2025.04.12	19:30:00	1650.60	1652.60	1643.80	1644.51	295	0	50
2025.04.12	19:40:00	1644.35	1656.90	1644.32	1656.82	298	0	50
2025.04.12	19:50:00	1656.32	1662.60	1654.71	1655.40	297	0	50
2025.04.12	20:00:00	1655.50	1657.75	1645.16	1653.52	299	0	50
2025.04.12	20:10:00	1653.37	1658.31	1651.36	1652.93	296	0	50
2025.04.12	20:20:00	1653.02	1661.54	1649.06	1657.80	297	0	50
2025.04.12	20:30:00	1657.59	1663.85	1654.08	1657.95	297	0	50
2025.04.12	20:40:00	1658.46	1658.60	1649.66	1650.83	297	0	50
2025.04.12	20:50:00	1650.55	1658.54	1647.43	1649.52	296	0	50
2025.04.12	21:00:00	1648.89	1652.48	1645.02	1649.16	299	0	50
2025.04.12	21:10:00	1649.28	1663.80	1647.40	1653.89	298	0	50
2025.04.12	21:20:00	1654.09	1665.33	1651.29	1664.74	298	0	50
2025.04.12	21:30:00	1664.89	1666.57	1656.91	1662.80	298	0	50
2025.04.12	21:40:00	1663.37	1673.25	1660.51	1670.85	294	0	50
2025.04.12	21:50:00	1671.34	1690.89	1670.50	1689.56	296	0	50
2025.04.12	22:00:00	1690.05	1699.72	1686.80	1696.94	298	0	50
2025.04.12	22:10:00	1696.65	1697.19	1685.74	1687.25	300	0	50
2025.04.12	22:20:00	1687.80	1692.70	1681.07	1684.35	298	0	50
2025.04.12	22:30:00	1684.69	1687.00	1679.82	1683.07	299	0	50
2025.04.12	22:40:00	1682.85	1687.86	1675.59	1687.86	298	0	50
2025.04.12	22:50:00	1688.06	1688.22	1676.07	1683.37	298	0	50
2025.04.12	23:00:00	1683.83	1683.83	1664.04	1664.04	296	0	50
2025.04.12	23:10:00	1663.57	1670.58	1657.95	1667.21	296	0	50
2025.04.12	23:20:00	1667.12	1667.55	1659.59	1659.84	298	0	50
2025.04.12	23:30:00	1659.73	1662.04	1649.11	1650.06	295	0	50
2025.04.12	23:40:00	1649.58	1649.82	1638.49	1641.02	299	0	50
2025.04.12	23:50:00	1641.19	1653.62	1640.87	1650.65	297	0	50
2025.04.13	00:00:00	1650.74	1656.59	1650.19	1653.69	296	0	50
2025.04.13	00:10:00	1653.52	1654.72	1643.07	1643.07	292	0	50
2025.04.13	00:20:00	1642.70	1652.75	1639.42	1652.75	298	0	50
2025.04.13	00:30:00	1652.35	1657.54	1648.17	1652.52	299	0	50
2025.04.13	00:40:00	1652.36	1657.71	1650.62	1657.50	299	0	50
2025.04.13	00:50:00	1657.50	1657.50	1647.75	1648.31	298	0	50
2025.04.13	01:00:00	1649.09	1659.89	1648.73	1654.29	296	0	50
2025.04.13	01:10:00	1655.04	1666.10	1655.04	1661.39	299	0	50
2025.04.13	01:20:00	1661.82	1662.43	1653.24	1653.78	219	0	50
2025.04.13	01:30:00	1652.61	1654.05	1640.10	1640.29	294	0	50
2025.04.13	01:40:00	1640.18	1642.57	1627.18	1630.04	298	0	50
2025.04.13	01:50:00	1629.59	1633.39	1626.30	1630.71	296	0	50
2025.04.13	02:00:00	1630.78	1631.02	1615.83	1619.60	295	0	50
2025.04.13	02:10:00	1620.60	1625.45	1616.74	1623.72	295	0	50
2025.04.13	02:20:00	1623.93	1629.92	1621.37	1629.79	295	0	50
2025.04.13	02:30:00	1630.06	1643.03	1628.33	1638.42	297	0	50
2025.04.13	02:40:00	1638.43	1641.34	1634.11	1636.53	297	0	50
2025.04.13	02:50:00	1636.81	1640.88	1634.17	1640.32	299	0	50
2025.04.13	03:00:00	1639.95	1646.37	1638.79	1643.96	299	0	50
2025.04.13	03:10:00	1643.73	1659.24	1640.77	1657.24	298	0	50
2025.04.13	03:20:00	1656.82	1658.77	1653.05	1654.66	297	0	50
2025.04.13	03:30:00	1654.52	1656.18	1647.02	1653.14	296	0	50
2025.04.13	03:40:00	1652.34	1655.18	1646.83	1646.83	294	0	50
2025.04.13	03:50:00	1646.43	1650.77	1642.41	1645.37	299	0	50
2025.04.13	04:00:00	1645.17	1646.19	1639.07	1641.16	297	0	50
2025.04.13	04:10:00	1641.58	1642.62	1631.48	1640.77	297	0	50
2025.04.13	04:20:00	1639.76	1640.91	1631.18	1634.12	296	0	50
2025.04.13	04:30:00	1634.24	1643.68	1634.13	1638.66	297	0	50
2025.04.13	04:40:00	1638.60	1641.11	1634.87	1636.11	298	0	50
2025.04.13	04:50:00	1635.85	1643.85	1630.41	1640.29	299	0	50
2025.04.13	05:00:00	1640.06	1654.11	1639.79	1653.87	299	0	50
2025.04.13	05:10:00	1653.46	1656.29	1648.74	1655.68	297	0	50
2025.04.13	05:20:00	1655.28	1674.39	1652.83	1667.90	297	0	50
2025.04.13	05:30:00	1668.15	1670.99	1661.23	1670.59	298	0	50
2025.04.13	05:40:00	1670.82	1676.19	1659.62	1659.62	296	0	50
2025.04.13	05:50:00	1659.24	1668.75	1657.33	1665.77	298	0	50
2025.04.13	06:00:00	1665.69	1675.06	1661.83	1662.79	298	0	50
2025.04.13	06:10:00	1662.87	1666.66	1658.81	1659.32	297	0	50
2025.04.13	06:20:00	1659.28	1670.37	1658.69	1669.07	295	0	50
2025.04.13	06:30:00	1669.19	1694.83	1669.19	1693.62	297	0	50
2025.04.13	06:40:00	1693.48	1704.65	1692.65	1704.48	299	0	50
2025.04.13	06:50:00	1703.46	1708.93	1702.64	1703.00	290	0	50
2025.04.13	07:00:00	1703.56	1704.36	1695.92	1697.30	298	0	50
2025.04.13	07:10:00	1697.64	1702.95	1694.78	1699.60	295	0	50
2025.04.13	07:20:00	1699.36	1708.09	1693.64	1707.68	293	0	50
2025.04.13	07:30:00	1707.94	1710.24	1687.19	1687.19	298	0	50
2025.04.13	07:40:00	1687.02	1691.02	1678.05	1690.14	295	0	50
2025.04.13	07:50:00	1691.08	1699.16	1690.93	1697.40	298	0	50
2025.04.13	08:00:00	1697.71	1703.40	1697.71	1701.94	298	0	50
2025.04.13	08:10:00	1702.35	1706.06	1697.40	1705.56	300	0	50
2025.04.13	08:20:00	1705.66	1705.66	1695.11	1695.84	296	0	50
2025.04.13	08:30:00	1695.12	1708.56	1694.77	1703.74	298	0	50
2025.04.13	08:40:00	1702.66	1708.61	1700.55	1708.11	296	0	50
2025.04.13	08:50:00	1708.39	1714.86	1704.37	1706.73	298	0	50
2025.04.13	09:00:00	1706.43	1712.81	1701.08	1707.01	299	0	50
2025.04.13	09:10:00	1706.84	1708.24	1699.50	1702.94	300	0	50
2025.04.13	09:20:00	1702.30	1703.92	1686.71	1686.94	298	0	50
2025.04.13	09:30:00	1687.10	1697.73	1686.27	1695.30	299	0	50
2025.04.13	09:40:00	1694.91	1696.83	1682.09	1683.35	297	0	50
2025.04.13	09:50:00	1683.52	1695.38	1683.14	1690.49	299	0	50
2025.04.13	10:00:00	1690.49	1692.34	1684.06	1690.53	298	0	50
2025.04.13	10:10:00	1689.92	1690.76	1682.84	1687.09	298	0	50
2025.04.13	10:20:00	1686.73	1705.50	1686.39	1702.94	297	0	50
2025.04.13	10:30:00	1703.23	1707.68	1696.98	1697.13	296	0	50
2025.04.13	10:40:00	1697.34	1704.23	1688.64	1689.34	298	0	50
2025.04.13	10:50:00	1689.12	1691.39	1685.15	1686.72	294	0	50
2025.04.13	11:00:00	1686.08	1686.08	1669.38	1670.28	295	0	50
2025.04.13	11:10:00	1670.66	1672.50	1665.13	1668.31	296	0	50
2025.04.13	11:20:00	1667.81	1675.05	1664.73	1672.70	297	0	50
2025.04.13	11:30:00	1672.67	1679.24	1666.45	1679.24	298	0	50
2025.04.13	11:40:00	1679.35	1684.14	1676.92	1682.96	296	0	50
2025.04.13	11:50:00	1683.12	1694.63	1683.12	1684.75	295	0	50
2025.04.13	12:00:00	1684.96	1692.13	1682.58	1690.14	298	0	50
2025.04.13	12:10:00	1690.22	1698.33	1686.77	1690.15	297	0	50
2025.04.13	12:20:00	1690.52	1699.56	1686.92	1699.17	296	0	50
2025.04.13	12:30:00	1698.48	1702.67	1693.85	1693.85	299	0	50
2025.04.13	12:40:00	1693.74	1698.93	1691.72	1698.59	295	0	50
2025.04.13	12:50:00	1698.40	1717.97	1698.30	1716.19	296	0	50
2025.04.13	13:00:00	1716.34	1720.04	1706.90	1708.83	294	0	50
2025.04.13	13:10:00	1708.66	1712.48	1703.80	1704.14	298	0	50
2025.04.13	13:20:00	1703.82	1706.27	1699.00	1702.71	296	0	50
2025.04.13	13:30:00	1703.11	1707.65	1694.94	1699.51	298	0	50
2025.04.13	13:40:00	1699.74	1709.36	1698.57	1709.36	298	0	50
2025.04.13	13:50:00	1708.79	1716.17	1704.49	1711.46	297	0	50
2025.04.13	14:00:00	1711.71	1712.98	1702.53	1703.16	296	0	50
2025.04.13	14:10:00	1702.95	1710.09	1698.90	1703.81	298	0	50
2025.04.13	14:20:00	1704.26	1705.95	1695.55	1700.88	297	0	50
2025.04.13	14:30:00	1700.98	1703.10	1696.11	1700.85	295	0	50
2025.04.13	14:40:00	1700.91	1711.24	1700.19	1710.58	297	0	50
2025.04.13	14:50:00	1710.76	1720.02	1709.29	1710.00	299	0	50
2025.04.13	15:00:00	1709.82	1720.34	1706.49	1719.99	299	0	50
2025.04.13	15:10:00	1719.33	1728.41	1717.59	1718.01	300	0	50
2025.04.13	15:20:00	1717.68	1717.72	1707.23	1709.74	298	0	50
2025.04.13	15:30:00	1709.83	1720.49	1704.33	1719.44	298	0	50
2025.04.13	15:40:00	1719.03	1725.48	1718.44	1718.59	293	0	50
2025.04.13	15:50:00	1718.83	1722.27	1703.33	1703.45	298	0	50
2025.04.13	16:00:00	1703.96	1716.06	1703.40	1709.43	297	0	50
2025.04.13	16:10:00	1709.77	1710.58	1703.99	1706.92	297	0	50
2025.04.13	16:20:00	1707.29	1709.18	1700.72	1707.16	299	0	50
2025.04.13	16:30:00	1707.23	1710.70	1700.05	1704.84	295	0	50
2025.04.13	16:40:00	1704.74	1716.55	1704.64	1716.42	299	0	50
2025.04.13	16:50:00	1716.15	1716.17	1708.07	1709.78	298	0	50
2025.04.13	17:00:00	1709.76	1726.60	1709.76	1723.34	297	0	50
2025.04.13	17:10:00	1722.82	1730.26	1716.41	1719.64	300	0	50
2025.04.13	17:20:00	1719.77	1731.18	1719.13	1726.16	298	0	50
2025.04.13	17:30:00	1725.76	1732.35	1724.54	1729.03	297	0	50
2025.04.13	17:40:00	1730.01	1738.47	1726.91	1738.24	297	0	50
2025.04.13	17:50:00	1738.48	1741.60	1732.40	1734.08	298	0	50
2025.04.13	18:00:00	1733.90	1739.40	1732.05	1735.76	298	0	50
2025.04.13	18:10:00	1735.77	1739.26	1728.50	1736.65	298	0	50
2025.04.13	18:20:00	1736.28	1741.49	1733.47	1733.47	297	0	50
2025.04.13	18:30:00	1733.88	1742.71	1732.63	1740.06	297	0	50
2025.04.13	18:40:00	1740.08	1740.08	1728.04	1731.79	297	0	50
2025.04.13	18:50:00	1732.02	1746.96	1731.61	1743.32	298	0	50
2025.04.13	19:00:00	1743.90	1745.45	1733.91	1734.65	298	0	50
2025.04.13	19:10:00	1735.15	1739.55	1731.20	1738.27	299	0	50
2025.04.13	19:20:00	1738.29	1754.08	1737.66	1739.10	298	0	50
2025.04.13	19:30:00	1739.24	1744.19	1734.04	1744.19	299	0	50
2025.04.13	19:40:00	1744.15	1754.87	1742.65	1753.76	298	0	50
2025.04.13	19:50:00	1753.41	1756.49	1745.16	1747.51	298	0	50
2025.04.13	20:00:00	1747.67	1761.24	1747.67	1760.06	298	0	50
2025.04.13	20:10:00	1760.28	1764.68	1755.71	1763.49	297	0	50
2025.04.13	20:20:00	1763.13	1769.04	1762.02	1764.43	296	0	50
2025.04.13	20:30:00	1764.73	1769.39	1759.77	1768.46	296	0	50
2025.04.13	20:40:00	1768.46	1768.67	1757.98	1765.00	297	0	50
2025.04.13	20:50:00	1764.71	1772.96	1763.68	1767.21	299	0	50
2025.04.13	21:00:00	1767.86	1771.01	1761.89	1765.51	297	0	50
2025.04.13	21:10:00	1765.50	1767.78	1756.73	1761.25	297	0	50
2025.04.13	21:20:00	1760.85	1767.69	1759.58	1764.91	296	0	50
2025.04.13	21:30:00	1764.77	1769.41	1758.13	1766.58	297	0	50
2025.04.13	21:40:00	1767.01	1781.36	1764.95	1781.36	298	0	50
2025.04.13	21:50:00	1781.98	1787.81	1775.96	1786.69	298	0	50
2025.04.13	22:00:00	1786.36	1794.04	1783.03	1788.84	297	0	50
2025.04.13	22:10:00	1789.63	1791.22	1782.76	1783.19	299	0	50
2025.04.13	22:20:00	1782.86	1797.63	1782.34	1796.16	298	0	50
2025.04.13	22:30:00	1795.33	1798.43	1787.06	1787.29	294	0	50
2025.04.13	22:40:00	1787.29	1790.25	1775.65	1778.03	296	0	50
2025.04.13	22:50:00	1778.61	1778.61	1761.01	1771.70	296	0	50
2025.04.13	23:00:00	1771.93	1777.19	1768.78	1776.15	299	0	50
2025.04.13	23:10:00	1776.18	1779.45	1770.19	1776.72	297	0	50
2025.04.13	23:20:00	1776.96	1783.12	1776.96	1777.44	297	0	50
2025.04.13	23:30:00	1777.55	1778.12	1762.92	1766.97	298	0	50
2025.04.13	23:40:00	1766.74	1771.16	1757.89	1761.62	292	0	50
2025.04.13	23:50:00	1761.86	1773.86	1760.83	1769.14	297	0	50
2025.04.14	00:00:00	1769.51	1770.93	1756.75	1764.18	294	0	50
2025.04.14	00:10:00	1764.36	1765.56	1754.51	1758.62	298	0	50
2025.04.14	00:20:00	1758.22	1761.17	1755.08	1759.61	297	0	50
2025.04.14	00:30:00	1758.92	1762.65	1753.31	1762.18	299	0	50
2025.04.14	00:40:00	1762.42	1764.78	1749.07	1749.83	298	0	50
2025.04.14	00:50:00	1750.12	1752.24	1738.10	1749.90	297	0	50
2025.04.14	01:00:00	1750.16	1754.29	1746.15	1749.32	299	0	50
2025.04.14	01:10:00	1749.65	1755.68	1744.47	1754.73	299	0	50
2025.04.14	01:20:00	1755.66	1761.04	1751.88	1758.29	294	0	50
2025.04.14	01:30:00	1758.26	1761.11	1749.58	1750.96	297	0	50
2025.04.14	01:40:00	1750.27	1751.62	1734.03	1734.58	299	0	50
2025.04.14	01:50:00	1734.48	1734.48	1721.55	1730.97	299	0	50
2025.04.14	02:00:00	1730.92	1733.84	1725.44	1733.13	299	0	50
2025.04.14	02:10:00	1733.27	1733.27	1720.01	1722.66	292	0	50
2025.04.14	02:20:00	1722.38	1724.74	1711.20	1715.63	296	0	50
2025.04.14	02:30:00	1715.46	1725.83	1715.39	1725.83	295	0	50
2025.04.14	02:40:00	1725.95	1726.76	1713.16	1718.15	296	0	50
2025.04.14	02:50:00	1718.04	1718.91	1710.92	1711.44	297	0	50
2025.04.14	03:00:00	1711.47	1718.22	1709.44	1715.73	298	0	50
2025.04.14	03:10:00	1716.26	1720.57	1712.76	1718.75	295	0	50
2025.04.14	03:20:00	1718.62	1729.19	1714.11	1727.55	297	0	50
2025.04.14	03:30:00	1728.20	1731.85	1719.86	1719.98	298	0	50
2025.04.14	03:40:00	1719.81	1719.96	1712.18	1716.46	298	0	50
2025.04.14	03:50:00	1716.70	1721.12	1712.70	1714.51	297	0	50
2025.04.14	04:00:00	1715.20	1725.86	1711.92	1724.30	294	0	50
2025.04.14	04:10:00	1723.56	1723.79	1713.08	1717.59	296	0	50
2025.04.14	04:20:00	1717.69	1720.82	1713.87	1715.12	298	0	50
2025.04.14	04:30:00	1714.86	1716.33	1700.86	1702.73	298	0	50
2025.04.14	04:40:00	1702.98	1707.60	1699.05	1705.14	298	0	50
2025.04.14	04:50:00	1705.36	1709.19	1699.62	1706.36	296	0	50
2025.04.14	05:00:00	1706.36	1716.36	1703.53	1713.06	298	0	50
2025.04.14	05:10:00	1712.52	1720.32	1709.61	1715.21	297	0	50
2025.04.14	05:20:00	1715.85	1718.31	1706.80	1707.52	297	0	50
2025.04.14	05:30:00	1707.38	1710.58	1704.47	1706.64	294	0	50
2025.04.14	05:40:00	1706.37	1708.38	1701.22	1707.65	296	0	50
2025.04.14	05:50:00	1707.68	1719.90	1706.59	1717.83	293	0	50
2025.04.14	06:00:00	1718.65	1718.95	1705.14	1706.00	299	0	50
2025.04.14	06:10:00	1706.65	1709.96	1703.66	1706.17	297	0	50
2025.04.14	06:20:00	1706.21	1707.85	1699.79	1699.93	298	0	50
2025.04.14	06:30:00	1700.37	1703.75	1695.65	1695.90	299	0	50
2025.04.14	06:40:00	1695.86	1697.48	1687.00	1692.52	299	0	50
2025.04.14	06:50:00	1692.14	1692.14	1680.96	1685.75	297	0	50
2025.04.14	07:00:00	1685.32	1686.53	1671.34	1672.20	291	0	50
2025.04.14	07:10:00	1671.56	1680.20	1670.18	1675.99	300	0	50
2025.04.14	07:20:00	1675.27	1677.92	1668.74	1670.23	299	0	50
2025.04.14	07:30:00	1669.65	1675.60	1667.60	1674.30	298	0	50
2025.04.14	07:40:00	1674.43	1680.04	1672.77	1677.70	299	0	50
2025.04.14	07:50:00	1677.31	1694.30	1676.50	1690.49	298	0	50
2025.04.14	08:00:00	1690.60	1693.21	1684.83	1686.17	291	0	50
2025.04.14	08:10:00	1686.07	1693.34	1685.52	1688.56	298	0	50
2025.04.14	08:20:00	1688.27	1698.39	1684.99	1697.27	300	0	50
2025.04.14	08:30:00	1697.39	1706.78	1695.69	1701.98	298	0	50
2025.04.14	08:40:00	1701.83	1702.66	1695.50	1697.67	296	0	50
2025.04.14	08:50:00	1697.50	1703.96	1695.09	1698.44	297	0	50
2025.04.14	09:00:00	1698.21	1700.56	1694.53	1697.10	295	0	50
2025.04.14	09:10:00	1697.66	1700.60	1687.68	1689.90	296	0	50
2025.04.14	09:20:00	1689.73	1690.91	1682.27	1685.82	298	0	50
2025.04.14	09:30:00	1685.67	1688.62	1681.97	1684.55	299	0	50
2025.04.14	09:40:00	1684.78	1684.78	1672.03	1678.51	299	0	50
2025.04.14	09:50:00	1678.80	1680.18	1670.99	1680.10	298	0	50
2025.04.14	10:00:00	1679.94	1680.17	1671.50	1673.11	300	0	50
2025.04.14	10:10:00	1673.63	1678.28	1665.71	1667.17	296	0	50
2025.04.14	10:20:00	1667.22	1673.92	1666.33	1673.05	296	0	50
2025.04.14	10:30:00	1672.80	1676.72	1667.90	1668.69	298	0	50
2025.04.14	10:40:00	1668.65	1672.71	1662.72	1668.82	300	0	50
2025.04.14	10:50:00	1668.51	1669.19	1652.22	1652.30	298	0	50
2025.04.14	11:00:00	1651.77	1655.23	1644.02	1651.17	296	0	50
2025.04.14	11:10:00	1651.60	1654.82	1647.68	1649.63	297	0	50
2025.04.14	11:20:00	1649.43	1655.02	1641.67	1649.63	300	0	50
2025.04.14	11:30:00	1649.75	1650.76	1637.81	1649.61	296	0	50
2025.04.14	11:40:00	1650.02	1651.91	1640.54	1644.83	297	0	50
2025.04.14	11:50:00	1644.51	1649.51	1635.78	1648.53	298	0	50
2025.04.14	12:00:00	1648.84	1655.25	1642.87	1645.03	296	0	50
2025.04.14	12:10:00	1646.04	1651.75	1643.81	1651.53	296	0	50
2025.04.14	12:20:00	1651.25	1651.25	1634.35	1635.13	296	0	50
2025.04.14	12:30:00	1634.92	1635.65	1627.98	1628.46	295	0	50
2025.04.14	12:40:00	1627.89	1636.69	1625.59	1633.27	296	0	50
2025.04.14	12:50:00	1633.00	1634.65	1624.36	1625.97	299	0	50
2025.04.14	13:00:00	1625.84	1625.84	1614.97	1624.68	299	0	50
2025.04.14	13:10:00	1624.55	1630.87	1620.07	1624.37	298	0	50
2025.04.14	13:20:00	1623.86	1630.51	1618.44	1618.89	299	0	50
2025.04.14	13:30:00	1619.59	1628.08	1618.75	1619.05	298	0	50
2025.04.14	13:40:00	1619.25	1624.95	1616.11	1616.93	297	0	50
2025.04.14	13:50:00	1616.70	1629.71	1615.03	1624.45	296	0	50
2025.04.14	14:00:00	1625.27	1629.64	1619.68	1623.24	297	0	50
2025.04.14	14:10:00	1624.07	1628.60	1620.32	1620.83	294	0	50
2025.04.14	14:20:00	1620.53	1630.37	1619.37	1629.62	295	0	50
2025.04.14	14:30:00	1629.52	1629.65	1622.95	1624.71	298	0	50
2025.04.14	14:40:00	1624.86	1625.30	1614.73	1617.88	297	0	50
2025.04.14	14:50:00	1617.64	1623.10	1615.56	1618.70	293	0	50
2025.04.14	15:00:00	1618.85	1624.58	1617.00	1623.74	296	0	50
2025.04.14	15:10:00	1623.62	1623.62	1610.63	1611.25	296	0	50
2025.04.14	15:20:00	1611.76	1614.64	1608.61	1610.44	299	0	50
2025.04.14	15:30:00	1610.75	1618.46	1610.25	1612.35	296	0	50
2025.04.14	15:40:00	1611.93	1619.78	1609.66	1619.78	296	0	50
2025.04.14	15:50:00	1620.01	1627.03	1616.54	1624.58	296	0	50
2025.04.14	16:00:00	1624.86	1630.73	1609.41	1609.41	298	0	50
2025.04.14	16:10:00	1609.53	1620.47	1608.16	1618.07	296	0	50
2025.04.14	16:20:00	1618.49	1621.02	1610.49	1615.08	298	0	50
2025.04.14	16:30:00	1615.49	1620.26	1610.97	1614.52	299	0	50
2025.04.14	16:40:00	1614.33	1620.43	1610.70	1611.55	299	0	50
2025.04.14	16:50:00	1611.79	1617.70	1609.58	1612.04	296	0	50
2025.04.14	17:00:00	1611.64	1621.15	1607.01	1617.84	297	0	50
2025.04.14	17:10:00	1617.62	1618.53	1608.48	1610.49	296	0	50
2025.04.14	17:20:00	1610.20	1611.44	1605.21	1608.01	300	0	50
2025.04.14	17:30:00	1608.27	1618.10	1601.73	1601.73	300	0	50
2025.04.14	17:40:00	1601.57	1604.11	1592.54	1593.22	296	0	50
2025.04.14	17:50:00	1593.29	1598.90	1592.88	1596.29	292	0	50
2025.04.14	18:00:00	1597.06	1608.02	1597.06	1605.54	297	0	50
2025.04.14	18:10:00	1606.04	1612.43	1603.18	1609.10	300	0	50
2025.04.14	18:20:00	1608.74	1612.46	1604.22	1605.04	298	0	50
2025.04.14	18:30:00	1605.02	1612.59	1602.44	1603.32	299	0	50
2025.04.14	18:40:00	1602.89	1615.45	1602.36	1613.05	299	0	50
2025.04.14	18:50:00	1613.02	1621.69	1608.39	1616.91	297	0	50
2025.04.14	19:00:00	1617.13	1623.61	1615.83	1618.77	295	0	50
2025.04.14	19:10:00	1618.23	1629.35	1615.58	1627.37	300	0	50
2025.04.14	19:20:00	1627.41	1634.45	1625.67	1630.73	298	0	50
2025.04.14	19:30:00	1629.84	1633.90	1621.73	1623.33	300	0	50
2025.04.14	19:40:00	1623.46	1633.66	1623.46	1627.27	298	0	50
2025.04.14	19:50:00	1627.21	1630.59	1621.93	1628.98	298	0	50
2025.04.14	20:00:00	1629.66	1635.90	1625.32	1633.64	296	0	50
2025.04.14	20:10:00	1634.27	1635.40	1627.36	1632.47	292	0	50
2025.04.14	20:20:00	1632.93	1632.93	1622.29	1624.42	300	0	50
2025.04.14	20:30:00	1624.43	1636.60	1624.43	1631.42	298	0	50
2025.04.14	20:40:00	1630.46	1638.22	1627.50	1633.58	296	0	50
2025.04.14	20:50:00	1633.46	1635.60	1627.53	1630.20	299	0	50
2025.04.14	21:00:00	1630.11	1643.66	1626.04	1642.58	295	0	50
2025.04.14	21:10:00	1642.02	1646.20	1637.43	1637.85	297	0	50
2025.04.14	21:20:00	1638.20	1639.37	1627.43	1628.01	299	0	50
2025.04.14	21:30:00	1627.92	1642.55	1627.29	1637.77	297	0	50
2025.04.14	21:40:00	1637.90	1639.62	1629.47	1631.53	298	0	50
2025.04.14	21:50:00	1632.53	1644.01	1631.95	1643.04	298	0	50
2025.04.14	22:00:00	1643.09	1646.59	1637.25	1637.74	297	0	50
2025.04.14	22:10:00	1637.84	1642.37	1629.64	1634.07	297	0	50
2025.04.14	22:20:00	1634.01	1639.99	1630.43	1636.86	296	0	50
2025.04.14	22:30:00	1636.46	1642.87	1634.14	1637.30	295	0	50
2025.04.14	22:40:00	1637.80	1642.96	1632.85	1633.17	297	0	50
2025.04.14	22:50:00	1633.14	1635.62	1627.88	1632.17	294	0	50
2025.04.14	23:00:00	1631.86	1640.42	1629.41	1629.58	300	0	50
2025.04.14	23:10:00	1629.09	1635.10	1623.38	1626.33	294	0	50
2025.04.14	23:20:00	1626.04	1640.67	1625.10	1637.73	299	0	50
2025.04.14	23:30:00	1637.73	1643.37	1633.94	1641.63	296	0	50
2025.04.14	23:40:00	1641.95	1647.35	1639.67	1644.81	297	0	50
2025.04.14	23:50:00	1644.74	1652.28	1643.13	1651.32	298	0	50
2025.04.15	00:00:00	1650.11	1658.91	1649.94	1655.52	296	0	50
2025.04.15	00:10:00	1655.80	1657.85	1646.68	1648.30	297	0	50
2025.04.15	00:20:00	1648.53	1658.78	1648.53	1650.11	300	0	50
2025.04.15	00:30:00	1650.61	1650.61	1642.86	1645.77	298	0	50
2025.04.15	00:40:00	1645.75	1649.58	1639.08	1642.06	299	0	50
2025.04.15	00:50:00	1642.15	1651.94	1638.12	1651.09	299	0	50
2025.04.15	01:00:00	1651.83	1663.50	1649.53	1662.25	298	0	50
2025.04.15	01:10:00	1662.06	1670.61	1660.94	1668.00	298	0	50
2025.04.15	01:20:00	1668.13	1670.04	1663.64	1666.09	297	0	50
2025.04.15	01:30:00	1665.90	1681.21	1665.90	1681.21	295	0	50
2025.04.15	01:40:00	1681.45	1683.76	1669.52	1669.70	296	0	50
2025.04.15	01:50:00	1669.84	1675.18	1662.47	1664.24	299	0	50
2025.04.15	02:00:00	1664.48	1666.14	1658.20	1662.99	298	0	50
2025.04.15	02:10:00	1663.51	1664.64	1657.92	1660.63	298	0	50
2025.04.15	02:20:00	1660.81	1663.35	1654.64	1656.34	299	0	50
2025.04.15	02:30:00	1656.30	1662.41	1651.87	1651.87	299	0	50
2025.04.15	02:40:00	1652.03	1666.25	1651.78	1665.14	293	0	50
2025.04.15	02:50:00	1663.82	1673.45	1660.35	1668.92	299	0	50
2025.04.15	03:00:00	1669.35	1678.52	1665.36	1677.94	298	0	50
2025.04.15	03:10:00	1678.11	1682.98	1674.44	1677.90	298	0	50
2025.04.15	03:20:00	1677.90	1685.25	1669.13	1670.06	297	0	50
2025.04.15	03:30:00	1669.99	1673.57	1667.59	1667.59	294	0	50
2025.04.15	03:40:00	1667.28	1680.07	1664.08	1677.13	297	0	50
2025.04.15	03:50:00	1676.78	1695.76	1676.72	1694.11	298	0	50
2025.04.15	04:00:00	1694.31	1697.22	1687.81	1688.03	292	0	50
2025.04.15	04:10:00	1688.14	1690.58	1675.10	1678.44	298	0	50
2025.04.15	04:20:00	1678.23	1678.60	1657.40	1657.40	299	0	50
2025.04.15	04:30:00	1657.65	1663.20	1653.29	1660.35	295	0	50
2025.04.15	04:40:00	1660.40	1661.85	1641.90	1642.18	298	0	50
2025.04.15	04:50:00	1641.57	1645.51	1640.27	1645.18	295	0	50
2025.04.15	05:00:00	1644.85	1650.70	1641.32	1645.11	300	0	50
2025.04.15	05:10:00	1645.20	1647.26	1632.01	1633.77	298	0	50
2025.04.15	05:20:00	1633.71	1649.02	1633.71	1645.73	300	0	50
2025.04.15	05:30:00	1645.60	1646.39	1632.44	1636.66	298	0	50
2025.04.15	05:40:00	1637.09	1646.12	1634.22	1642.96	296	0	50
2025.04.15	05:50:00	1642.68	1646.75	1637.74	1641.25	299	0	50
2025.04.15	06:00:00	1641.58	1643.61	1636.17	1641.39	300	0	50
