<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.25	09:20:00	794.96	805.40	794.87	804.07	298	0	20
2025.12.25	09:30:00	804.43	806.54	802.56	805.37	296	0	20
2025.12.25	09:40:00	805.06	807.47	803.78	804.30	295	0	20
2025.12.25	09:50:00	804.54	809.32	804.54	808.85	295	0	20
2025.12.25	10:00:00	809.27	814.38	808.92	814.38	295	0	20
2025.12.25	10:10:00	814.14	818.78	813.26	817.72	297	0	20
2025.12.25	10:20:00	817.79	818.45	815.08	816.01	296	0	20
2025.12.25	10:30:00	815.85	815.99	811.25	811.70	291	0	20
2025.12.25	10:40:00	811.83	820.54	810.63	820.00	287	0	20
2025.12.25	10:50:00	820.28	821.07	817.14	818.68	297	0	20
2025.12.25	11:00:00	818.65	823.41	817.65	819.31	292	0	20
2025.12.25	11:10:00	818.96	820.44	811.48	812.06	295	0	20
2025.12.25	11:20:00	811.88	813.24	807.81	810.65	297	0	20
2025.12.25	11:30:00	810.70	812.90	809.14	810.92	293	0	20
2025.12.25	11:40:00	811.06	812.07	808.53	810.81	299	0	20
2025.12.25	11:50:00	810.84	812.32	807.85	811.58	291	0	20
2025.12.25	12:00:00	811.49	812.13	807.96	808.53	295	0	20
2025.12.25	12:10:00	808.37	815.18	808.32	813.14	289	0	20
2025.12.25	12:20:00	813.08	815.90	813.08	813.66	291	0	20
2025.12.25	12:30:00	813.82	814.86	811.34	813.31	292	0	20
2025.12.25	12:40:00	813.14	814.14	810.94	811.62	293	0	20
2025.12.25	12:50:00	811.86	816.96	810.12	814.75	294	0	20
2025.12.25	13:00:00	814.58	815.44	811.06	812.76	292	0	20
2025.12.25	13:10:00	812.63	817.84	812.11	813.01	297	0	20
2025.12.25	13:20:00	813.21	813.79	808.76	808.76	294	0	20
2025.12.25	13:30:00	808.91	813.96	807.75	811.45	295	0	20
2025.12.25	13:40:00	811.53	815.48	810.03	815.48	292	0	20
2025.12.25	13:50:00	815.33	816.31	813.09	814.03	295	0	20
2025.12.25	14:00:00	813.89	818.38	812.57	815.92	298	0	20
2025.12.25	14:10:00	815.51	817.64	811.75	813.92	299	0	20
2025.12.25	14:20:00	813.80	815.08	810.30	812.04	294	0	20
2025.12.25	14:30:00	812.32	814.34	808.92	809.68	292	0	20
2025.12.25	14:40:00	809.41	818.79	808.82	816.77	297	0	20
2025.12.25	14:50:00	816.60	818.36	813.84	815.78	294	0	20
2025.12.25	15:00:00	815.52	818.31	813.37	817.44	294	0	20
2025.12.25	15:10:00	817.49	817.49	814.07	816.55	292	0	20
2025.12.25	15:20:00	816.75	820.62	815.42	817.94	294	0	20
2025.12.25	15:30:00	817.66	818.04	811.66	811.87	295	0	20
2025.12.25	15:40:00	812.19	818.53	812.19	817.39	295	0	20
2025.12.25	15:50:00	817.29	820.12	816.45	817.45	296	0	20
2025.12.25	16:00:00	817.42	817.80	812.88	817.25	292	0	20
2025.12.25	16:10:00	817.37	823.41	817.13	822.30	294	0	20
2025.12.25	16:20:00	822.51	823.32	817.45	822.21	295	0	20
2025.12.25	16:30:00	822.37	827.95	821.08	827.95	293	0	20
2025.12.25	16:40:00	828.22	829.16	823.76	827.67	294	0	20
2025.12.25	16:50:00	827.59	828.82	825.64	826.20	291	0	20
2025.12.25	17:00:00	825.87	828.93	825.27	827.06	294	0	20
2025.12.25	17:10:00	826.93	833.03	826.78	830.91	296	0	20
2025.12.25	17:20:00	830.89	833.23	829.20	831.96	290	0	20
2025.12.25	17:30:00	832.24	833.49	829.96	830.84	297	0	20
2025.12.25	17:40:00	830.99	832.30	826.30	827.17	294	0	20
2025.12.25	17:50:00	827.35	829.73	823.37	829.01	294	0	20
2025.12.25	18:00:00	828.64	832.12	826.04	830.91	297	0	20
2025.12.25	18:10:00	830.80	832.92	827.00	829.07	289	0	20
2025.12.25	18:20:00	829.04	832.39	828.32	831.78	296	0	20
2025.12.25	18:30:00	831.41	833.94	826.84	830.04	294	0	20
2025.12.25	18:40:00	829.90	829.90	822.72	826.32	288	0	20
2025.12.25	18:50:00	825.91	832.23	825.18	830.82	294	0	20
2025.12.25	19:00:00	830.69	833.64	827.10	827.30	295	0	20
2025.12.25	19:10:00	827.14	828.05	822.64	823.03	298	0	20
2025.12.25	19:20:00	823.20	826.39	821.04	824.95	292	0	20
2025.12.25	19:30:00	824.89	825.14	821.06	824.86	295	0	20
2025.12.25	19:40:00	824.75	826.68	821.56	826.03	297	0	20
2025.12.25	19:50:00	826.01	828.37	824.75	826.48	293	0	20
2025.12.25	20:00:00	826.14	827.40	822.70	825.90	294	0	20
2025.12.25	20:10:00	825.82	832.67	825.82	827.41	293	0	20
2025.12.25	20:20:00	826.93	833.11	826.93	831.78	287	0	20
2025.12.25	20:30:00	831.71	839.56	831.71	838.98	298	0	20
2025.12.25	20:40:00	839.37	839.70	834.16	838.15	291	0	20
2025.12.25	20:50:00	837.93	840.80	832.69	833.21	295	0	20
2025.12.25	21:00:00	833.21	833.21	826.90	828.16	297	0	20
2025.12.25	21:10:00	828.01	828.53	824.13	828.15	296	0	20
2025.12.25	21:20:00	828.27	830.57	826.29	827.99	297	0	20
2025.12.25	21:30:00	827.68	832.11	826.51	831.01	287	0	20
2025.12.25	21:40:00	830.93	831.74	827.50	828.52	294	0	20
2025.12.25	21:50:00	828.31	828.31	820.27	820.45	292	0	20
2025.12.25	22:00:00	820.30	824.94	819.83	820.86	296	0	20
2025.12.25	22:10:00	820.91	824.62	814.60	815.63	293	0	20
2025.12.25	22:20:00	815.95	819.17	815.73	817.24	294	0	20
2025.12.25	22:30:00	817.61	820.04	814.54	817.04	291	0	20
2025.12.25	22:40:00	816.77	818.21	812.70	818.16	294	0	20
2025.12.25	22:50:00	817.81	818.54	811.52	811.90	292	0	20
2025.12.25	23:00:00	811.83	814.38	809.33	813.86	293	0	20
2025.12.25	23:10:00	813.73	814.39	804.67	805.46	293	0	20
2025.12.25	23:20:00	805.39	806.53	802.33	806.15	291	0	20
2025.12.25	23:30:00	805.99	810.22	804.41	808.74	293	0	20
2025.12.25	23:40:00	808.26	810.16	806.51	806.51	293	0	20
2025.12.25	23:50:00	806.59	806.85	801.93	803.50	291	0	20
2025.12.26	00:00:00	803.75	803.75	796.86	796.86	294	0	20
2025.12.26	00:10:00	796.89	800.44	796.54	797.48	295	0	20
2025.12.26	00:20:00	797.47	801.17	796.77	799.26	298	0	20
2025.12.26	00:30:00	799.34	800.09	795.52	795.52	297	0	20
2025.12.26	00:40:00	795.49	798.41	794.94	797.21	293	0	20
2025.12.26	00:50:00	797.03	798.43	794.46	795.27	297	0	20
2025.12.26	01:00:00	795.22	795.64	789.28	792.50	296	0	20
2025.12.26	01:10:00	792.55	792.55	784.41	784.83	294	0	20
2025.12.26	01:20:00	784.99	789.65	783.40	787.30	295	0	20
2025.12.26	01:30:00	787.12	790.46	784.65	790.27	288	0	20
2025.12.26	01:40:00	790.40	794.55	790.40	794.24	294	0	20
2025.12.26	01:50:00	794.57	798.38	792.48	796.32	298	0	20
2025.12.26	02:00:00	796.07	797.71	791.92	793.12	298	0	20
2025.12.26	02:10:00	792.90	792.90	786.86	788.38	295	0	20
2025.12.26	02:20:00	788.55	788.82	785.31	786.98	293	0	20
2025.12.26	02:30:00	787.27	794.71	786.24	794.44	292	0	20
2025.12.26	02:40:00	794.65	797.07	792.42	795.39	295	0	20
2025.12.26	02:50:00	795.01	802.78	794.92	801.46	296	0	20
2025.12.26	03:00:00	801.53	805.73	800.62	804.31	292	0	20
2025.12.26	03:10:00	804.31	807.63	802.08	803.03	295	0	20
2025.12.26	03:20:00	803.00	804.99	801.20	802.11	296	0	20
2025.12.26	03:30:00	801.96	804.75	798.03	798.03	294	0	20
2025.12.26	03:40:00	798.26	798.27	794.76	798.03	295	0	20
2025.12.26	03:50:00	797.84	799.75	794.13	796.06	292	0	20
2025.12.26	04:00:00	796.26	802.34	796.08	800.84	289	0	20
2025.12.26	04:10:00	800.70	806.79	800.35	806.44	295	0	20
2025.12.26	04:20:00	806.42	807.73	803.93	804.08	297	0	20
2025.12.26	04:30:00	803.70	803.71	799.37	801.25	296	0	20
2025.12.26	04:40:00	801.08	805.02	799.83	803.35	294	0	20
2025.12.26	04:50:00	803.50	803.72	797.91	800.27	299	0	20
2025.12.26	05:00:00	800.26	802.13	795.64	796.79	292	0	20
2025.12.26	05:10:00	796.64	797.09	790.06	791.23	295	0	20
2025.12.26	05:20:00	791.15	793.79	787.31	787.31	295	0	20
2025.12.26	05:30:00	787.64	787.64	784.31	785.04	292	0	20
2025.12.26	05:40:00	785.08	785.15	781.67	784.40	290	0	20
2025.12.26	05:50:00	784.14	785.07	776.77	777.37	298	0	20
2025.12.26	06:00:00	777.48	777.75	773.07	774.45	289	0	20
2025.12.26	06:10:00	774.40	775.76	771.60	773.46	291	0	20
2025.12.26	06:20:00	773.54	780.94	772.61	780.94	298	0	20
2025.12.26	06:30:00	780.49	780.66	775.11	775.35	295	0	20
2025.12.26	06:40:00	775.12	776.60	771.36	775.22	294	0	20
2025.12.26	06:50:00	775.18	777.95	772.83	776.98	294	0	20
2025.12.26	07:00:00	776.98	778.13	770.83	772.12	293	0	20
2025.12.26	07:10:00	771.85	779.94	771.65	779.58	292	0	20
2025.12.26	07:20:00	779.52	780.85	776.24	780.85	291	0	20
2025.12.26	07:30:00	780.58	784.51	779.30	783.48	290	0	20
2025.12.26	07:40:00	783.55	785.21	780.37	780.68	293	0	20
2025.12.26	07:50:00	780.51	781.48	773.48	774.06	290	0	20
2025.12.26	08:00:00	773.99	778.09	772.18	774.97	294	0	20
2025.12.26	08:10:00	774.96	778.61	774.86	777.74	290	0	20
2025.12.26	08:20:00	777.66	785.35	777.50	781.66	296	0	20
2025.12.26	08:30:00	781.75	783.77	779.78	783.56	294	0	20
2025.12.26	08:40:00	783.41	788.29	782.11	787.64	290	0	20
2025.12.26	08:50:00	787.25	789.16	783.72	788.06	290	0	20
2025.12.26	09:00:00	788.09	790.17	786.00	786.68	292	0	20
2025.12.26	09:10:00	786.66	787.73	782.67	783.10	295	0	20
2025.12.26	09:20:00	783.12	787.53	782.32	786.49	292	0	20
2025.12.26	09:30:00	786.80	791.19	786.43	789.10	290	0	20
2025.12.26	09:40:00	788.67	794.75	787.65	794.18	298	0	20
2025.12.26	09:50:00	794.21	794.98	787.54	787.68	297	0	20
2025.12.26	10:00:00	787.53	792.47	786.03	791.86	295	0	20
2025.12.26	10:10:00	791.48	792.90	787.95	791.37	296	0	20
2025.12.26	10:20:00	791.65	793.00	786.74	791.38	293	0	20
2025.12.26	10:30:00	791.29	796.32	790.73	791.11	291	0	20
2025.12.26	10:40:00	790.74	795.48	789.64	791.55	293	0	20
2025.12.26	10:50:00	791.61	792.59	789.58	790.26	292	0	20
2025.12.26	11:00:00	790.02	792.94	789.21	791.77	298	0	20
2025.12.26	11:10:00	791.90	794.78	788.67	793.83	292	0	20
2025.12.26	11:20:00	793.79	795.68	789.24	789.38	291	0	20
2025.12.26	11:30:00	789.20	796.44	789.16	795.97	294	0	20
2025.12.26	11:40:00	795.82	804.35	795.82	803.57	294	0	20
2025.12.26	11:50:00	803.91	805.05	800.62	805.05	294	0	20
2025.12.26	12:00:00	804.86	807.71	803.74	805.63	295	0	20
2025.12.26	12:10:00	805.74	807.26	802.29	802.29	295	0	20
2025.12.26	12:20:00	802.43	803.55	800.71	802.67	295	0	20
2025.12.26	12:30:00	802.40	808.24	802.29	807.16	293	0	20
2025.12.26	12:40:00	806.99	812.58	806.53	812.42	290	0	20
2025.12.26	12:50:00	812.63	816.05	809.73	812.76	296	0	20
2025.12.26	13:00:00	812.33	813.77	807.89	809.23	293	0	20
2025.12.26	13:10:00	808.84	809.18	802.88	804.13	297	0	20
2025.12.26	13:20:00	804.42	804.92	798.98	799.35	295	0	20
2025.12.26	13:30:00	799.50	800.79	796.07	796.79	295	0	20
2025.12.26	13:40:00	797.17	797.45	790.23	792.44	295	0	20
2025.12.26	13:50:00	792.70	793.48	788.77	788.77	294	0	20
2025.12.26	14:00:00	788.75	790.16	786.26	786.97	296	0	20
2025.12.26	14:10:00	786.92	788.86	784.63	785.60	296	0	20
2025.12.26	14:20:00	785.98	785.98	781.51	783.52	295	0	20
2025.12.26	14:30:00	783.66	784.02	780.38	782.83	294	0	20
2025.12.26	14:40:00	782.82	787.80	781.50	787.31	289	0	20
2025.12.26	14:50:00	787.15	791.96	786.74	789.76	291	0	20
2025.12.26	15:00:00	789.77	795.90	789.04	793.13	288	0	20
2025.12.26	15:10:00	793.12	795.42	791.83	795.42	295	0	20
2025.12.26	15:20:00	795.37	796.37	792.06	794.36	296	0	20
2025.12.26	15:30:00	794.24	795.82	787.28	788.74	293	0	20
2025.12.26	15:40:00	788.94	791.16	788.06	789.29	296	0	20
2025.12.26	15:50:00	789.50	793.01	788.41	792.59	295	0	20
2025.12.26	16:00:00	792.69	793.35	789.05	789.05	293	0	20
2025.12.26	16:10:00	789.00	794.25	788.25	789.73	298	0	20
2025.12.26	16:20:00	789.73	794.21	789.07	794.18	292	0	20
2025.12.26	16:30:00	794.57	795.66	788.45	789.04	292	0	20
2025.12.26	16:40:00	788.98	789.38	780.54	783.87	296	0	20
2025.12.26	16:50:00	783.87	786.56	780.38	780.38	295	0	20
2025.12.26	17:00:00	780.28	782.67	777.22	779.31	294	0	20
2025.12.26	17:10:00	778.99	783.56	777.16	782.68	297	0	20
2025.12.26	17:20:00	782.67	782.94	779.05	781.94	296	0	20
2025.12.26	17:30:00	781.70	781.71	775.61	779.04	294	0	20
2025.12.26	17:40:00	779.38	780.42	776.02	776.68	296	0	20
2025.12.26	17:50:00	776.49	776.85	772.73	776.60	298	0	20
2025.12.26	18:00:00	776.61	777.03	773.47	775.59	290	0	20
2025.12.26	18:10:00	775.77	781.48	775.05	779.65	297	0	20
2025.12.26	18:20:00	779.77	781.14	773.39	775.44	298	0	20
2025.12.26	18:30:00	775.63	775.84	770.44	775.09	297	0	20
2025.12.26	18:40:00	775.13	780.90	774.84	780.40	295	0	20
2025.12.26	18:50:00	780.51	785.31	778.75	783.02	295	0	20
2025.12.26	19:00:00	783.09	789.91	782.76	788.42	290	0	20
2025.12.26	19:10:00	788.43	792.07	787.01	790.60	294	0	20
2025.12.26	19:20:00	790.85	794.54	790.29	793.04	295	0	20
2025.12.26	19:30:00	792.92	793.30	788.12	790.28	296	0	20
2025.12.26	19:40:00	790.24	794.12	789.97	793.31	297	0	20
2025.12.26	19:50:00	793.32	794.99	791.56	793.20	296	0	20
2025.12.26	20:00:00	793.16	794.39	788.82	789.60	296	0	20
2025.12.26	20:10:00	789.61	789.79	786.57	788.84	292	0	20
2025.12.26	20:20:00	788.74	790.33	787.52	788.38	294	0	20
2025.12.26	20:30:00	788.38	789.50	785.83	785.97	292	0	20
2025.12.26	20:40:00	785.99	785.99	780.47	781.61	294	0	20
2025.12.26	20:50:00	781.69	783.57	779.28	780.73	296	0	20
2025.12.26	21:00:00	780.56	780.56	776.55	777.52	289	0	20
2025.12.26	21:10:00	777.74	780.97	777.33	777.63	292	0	20
2025.12.26	21:20:00	777.89	781.83	777.10	779.79	297	0	20
2025.12.26	21:30:00	779.96	782.04	778.29	781.85	295	0	20
2025.12.26	21:40:00	781.95	782.77	778.86	780.47	296	0	20
2025.12.26	21:50:00	780.24	783.14	780.03	782.23	295	0	20
2025.12.26	22:00:00	781.89	782.22	769.38	769.38	296	0	20
2025.12.26	22:10:00	769.43	773.91	769.05	769.51	293	0	20
2025.12.26	22:20:00	769.37	774.86	769.03	773.74	291	0	20
2025.12.26	22:30:00	773.62	777.27	773.11	775.45	292	0	20
2025.12.26	22:40:00	775.41	777.77	774.69	777.77	292	0	20
2025.12.26	22:50:00	777.47	778.52	772.81	775.41	296	0	20
2025.12.26	23:00:00	775.28	776.80	772.40	772.40	293	0	20
2025.12.26	23:10:00	772.58	774.20	770.84	771.98	294	0	20
2025.12.26	23:20:00	771.96	774.36	769.79	770.48	291	0	20
2025.12.26	23:30:00	769.94	771.65	766.49	768.45	295	0	20
2025.12.26	23:40:00	768.41	768.87	765.98	767.99	297	0	20
2025.12.26	23:50:00	767.93	770.87	766.62	770.69	295	0	20
2025.12.27	00:00:00	770.42	774.74	768.11	773.67	297	0	20
2025.12.27	00:10:00	773.59	775.97	772.40	773.65	296	0	20
2025.12.27	00:20:00	773.81	774.28	769.88	770.70	294	0	20
2025.12.27	00:30:00	771.03	771.53	767.62	768.89	296	0	20
2025.12.27	00:40:00	768.95	773.32	768.77	772.82	292	0	20
2025.12.27	00:50:00	772.82	778.13	772.34	776.77	293	0	20
2025.12.27	01:00:00	776.73	776.73	773.52	775.13	291	0	20
2025.12.27	01:10:00	775.28	779.68	774.94	778.65	292	0	20
2025.12.27	01:20:00	778.63	780.74	778.13	780.48	294	0	20
2025.12.27	01:30:00	780.28	785.61	779.88	782.85	292	0	20
2025.12.27	01:40:00	782.92	783.63	779.27	779.50	296	0	20
2025.12.27	01:50:00	779.16	781.08	776.90	777.56	296	0	20
2025.12.27	02:00:00	777.53	780.52	776.30	777.49	296	0	20
2025.12.27	02:10:00	777.20	780.49	776.55	778.77	299	0	20
2025.12.27	02:20:00	778.57	780.25	777.02	777.63	297	0	20
2025.12.27	02:30:00	777.42	778.24	775.01	776.48	296	0	20
2025.12.27	02:40:00	776.68	781.84	776.57	778.78	294	0	20
2025.12.27	02:50:00	778.38	780.26	774.59	775.06	296	0	20
2025.12.27	03:00:00	774.97	776.04	770.52	774.64	296	0	20
2025.12.27	03:10:00	774.33	775.40	770.18	770.61	297	0	20
2025.12.27	03:20:00	770.70	772.77	767.16	767.16	292	0	20
2025.12.27	03:30:00	767.44	768.37	763.97	765.23	294	0	20
2025.12.27	03:40:00	765.11	768.58	762.58	762.70	296	0	20
2025.12.27	03:50:00	762.53	763.88	759.65	761.69	298	0	20
2025.12.27	04:00:00	761.60	762.61	758.03	758.51	294	0	20
2025.12.27	04:10:00	758.73	762.63	758.72	761.33	293	0	20
2025.12.27	04:20:00	761.35	763.69	759.77	761.40	286	0	20
2025.12.27	04:30:00	761.38	767.52	759.70	764.72	292	0	20
2025.12.27	04:40:00	764.59	765.16	760.53	760.57	296	0	20
2025.12.27	04:50:00	760.41	760.46	752.85	754.19	297	0	20
2025.12.27	05:00:00	754.11	755.66	750.60	751.93	297	0	20
2025.12.27	05:10:00	752.10	753.33	749.62	751.59	292	0	20
2025.12.27	05:20:00	751.73	755.15	750.57	752.58	296	0	20
2025.12.27	05:30:00	752.67	755.54	750.85	755.46	293	0	20
2025.12.27	05:40:00	755.68	756.47	752.37	755.69	290	0	20
2025.12.27	05:50:00	755.79	760.28	755.66	757.90	297	0	20
2025.12.27	06:00:00	757.94	760.87	756.80	759.96	293	0	20
2025.12.27	06:10:00	759.92	763.23	758.87	759.61	292	0	20
2025.12.27	06:20:00	759.93	761.02	753.10	753.48	294	0	20
2025.12.27	06:30:00	753.57	758.66	752.91	756.35	296	0	20
2025.12.27	06:40:00	756.39	757.39	751.71	754.18	297	0	20
2025.12.27	06:50:00	754.01	758.61	753.53	757.37	292	0	20
2025.12.27	07:00:00	757.25	762.23	756.95	761.38	293	0	20
2025.12.27	07:10:00	761.56	765.91	761.49	764.09	296	0	20
2025.12.27	07:20:00	764.04	769.33	762.67	767.06	293	0	20
2025.12.27	07:30:00	767.12	767.31	764.35	765.55	291	0	20
2025.12.27	07:40:00	765.57	769.77	765.57	767.83	296	0	20
2025.12.27	07:50:00	767.86	773.91	767.86	773.13	294	0	20
2025.12.27	08:00:00	772.95	775.97	770.48	772.60	296	0	20
2025.12.27	08:10:00	772.78	783.86	772.43	782.13	291	0	20
2025.12.27	08:20:00	782.03	783.79	775.82	775.97	292	0	20
2025.12.27	08:30:00	775.96	776.70	769.98	771.69	294	0	20
2025.12.27	08:40:00	771.81	773.14	768.64	769.38	293	0	20
2025.12.27	08:50:00	769.61	771.02	768.08	770.49	298	0	20
2025.12.27	09:00:00	770.61	770.77	762.68	762.90	290	0	20
2025.12.27	09:10:00	762.94	764.88	761.80	764.09	292	0	20
2025.12.27	09:20:00	763.96	765.51	761.90	763.85	296	0	20
2025.12.27	09:30:00	763.70	766.48	762.95	765.71	293	0	20
2025.12.27	09:40:00	765.56	766.44	762.29	764.30	296	0	20
2025.12.27	09:50:00	764.40	765.06	761.45	761.83	297	0	20
2025.12.27	10:00:00	761.58	762.74	758.74	759.24	293	0	20
2025.12.27	10:10:00	759.34	762.32	757.74	759.27	293	0	20
2025.12.27	10:20:00	759.37	761.61	752.26	752.95	289	0	20
2025.12.27	10:30:00	753.00	757.87	752.23	757.44	293	0	20
2025.12.27	10:40:00	757.53	762.46	757.41	758.06	295	0	20
2025.12.27	10:50:00	757.91	758.78	754.35	755.46	298	0	20
2025.12.27	11:00:00	755.64	757.47	751.04	752.00	295	0	20
2025.12.27	11:10:00	752.23	753.89	749.83	750.85	294	0	20
2025.12.27	11:20:00	750.50	753.36	749.58	752.16	299	0	20
2025.12.27	11:30:00	752.24	756.93	749.50	756.01	295	0	20
2025.12.27	11:40:00	755.67	755.92	751.00	751.94	296	0	20
2025.12.27	11:50:00	752.04	753.69	748.26	749.20	295	0	20
2025.12.27	12:00:00	749.09	753.66	748.39	751.23	297	0	20
2025.12.27	12:10:00	751.29	754.77	748.95	749.34	291	0	20
2025.12.27	12:20:00	749.58	750.64	740.85	740.85	293	0	20
2025.12.27	12:30:00	740.90	743.84	740.53	742.90	293	0	20
2025.12.27	12:40:00	742.60	745.89	740.17	741.05	291	0	20
2025.12.27	12:50:00	740.98	741.08	737.44	737.58	292	0	20
2025.12.27	13:00:00	737.32	739.18	735.03	735.61	297	0	20
2025.12.27	13:10:00	735.66	738.27	734.68	735.64	294	0	20
2025.12.27	13:20:00	735.77	738.57	733.49	737.49	292	0	20
2025.12.27	13:30:00	737.38	739.99	735.34	737.19	295	0	20
2025.12.27	13:40:00	736.97	738.58	733.73	734.24	291	0	20
2025.12.27	13:50:00	734.12	744.18	733.85	743.68	293	0	20
2025.12.27	14:00:00	743.44	743.95	740.60	742.95	294	0	20
2025.12.27	14:10:00	743.15	743.15	738.77	740.38	295	0	20
2025.12.27	14:20:00	740.59	742.22	737.72	740.64	296	0	20
2025.12.27	14:30:00	740.76	742.11	737.85	737.91	295	0	20
2025.12.27	14:40:00	737.76	740.90	735.17	735.73	298	0	20
2025.12.27	14:50:00	735.77	741.23	734.67	740.71	296	0	20
2025.12.27	15:00:00	740.51	744.77	738.85	742.34	297	0	20
2025.12.27	15:10:00	742.78	745.00	739.93	744.43	294	0	20
2025.12.27	15:20:00	744.21	748.91	743.69	745.32	291	0	20
2025.12.27	15:30:00	745.33	747.04	743.66	744.56	295	0	20
2025.12.27	15:40:00	744.52	746.23	743.90	745.44	290	0	20
2025.12.27	15:50:00	745.34	746.09	741.00	743.17	293	0	20
2025.12.27	16:00:00	743.08	745.35	739.86	740.31	295	0	20
2025.12.27	16:10:00	740.25	742.45	736.58	738.02	295	0	20
2025.12.27	16:20:00	738.03	739.24	736.21	737.19	293	0	20
2025.12.27	16:30:00	737.34	739.05	735.42	737.19	290	0	20
2025.12.27	16:40:00	736.88	738.61	732.29	734.60	292	0	20
2025.12.27	16:50:00	734.30	737.03	733.04	735.63	295	0	20
2025.12.27	17:00:00	735.61	737.64	733.45	733.75	292	0	20
2025.12.27	17:10:00	733.68	734.47	731.44	732.13	292	0	20
2025.12.27	17:20:00	732.52	735.96	731.34	733.71	292	0	20
2025.12.27	17:30:00	733.64	735.14	731.71	734.44	291	0	20
2025.12.27	17:40:00	734.21	735.74	731.53	733.13	294	0	20
2025.12.27	17:50:00	733.23	734.02	730.61	731.34	296	0	20
2025.12.27	18:00:00	731.34	732.52	729.07	730.24	291	0	20
2025.12.27	18:10:00	730.05	733.31	729.41	730.38	295	0	20
2025.12.27	18:20:00	730.20	734.72	730.17	733.72	293	0	20
2025.12.27	18:30:00	733.82	741.38	733.34	741.38	295	0	20
2025.12.27	18:40:00	741.32	745.95	740.15	745.78	295	0	20
2025.12.27	18:50:00	745.61	747.27	739.60	740.03	294	0	20
2025.12.27	19:00:00	740.36	741.70	736.09	738.20	296	0	20
2025.12.27	19:10:00	737.72	740.58	735.65	740.09	294	0	20
2025.12.27	19:20:00	740.05	741.84	738.42	740.02	293	0	20
2025.12.27	19:30:00	740.01	740.01	736.49	738.93	289	0	20
2025.12.27	19:40:00	738.96	740.42	736.86	737.72	293	0	20
2025.12.27	19:50:00	737.57	737.62	731.53	732.49	289	0	20
2025.12.27	20:00:00	732.51	735.74	732.18	734.68	292	0	20
2025.12.27	20:10:00	734.46	736.03	730.19	730.52	292	0	20
2025.12.27	20:20:00	730.86	737.94	728.55	737.94	294	0	20
2025.12.27	20:30:00	738.32	738.70	733.83	736.27	293	0	20
